movie_name,url_page,genres,url_poster,in_sample,main_genre
Titans,https://www.imdb.com/title/tt1043813/,"['Action', 'Adventure', 'Crime']","https://m.media-amazon.com/images/M/MV5BOGIxMzE1MTEtMzViYi00MWI5LTllOTUtMmZkYzM3NmIyNTZlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Action
Fast & Furious Presents: Hobbs & Shaw,https://www.imdb.com/title/tt6806448/,"['Action', 'Adventure', '2 August 2019 (USA)\n']","https://m.media-amazon.com/images/M/MV5BOTIzYmUyMmEtMWQzNC00YzExLTk3MzYtZTUzYjMyMmRiYzIwXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UY268_CR1,0,182,268_AL_.jpg",True,Action
Toy Story 4,https://www.imdb.com/title/tt1979376/,"['Animation', 'Adventure', 'Comedy']","https://m.media-amazon.com/images/M/MV5BMTYzMDM4NzkxOV5BMl5BanBnXkFtZTgwNzM1Mzg2NzM@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Animation
Star Wars: The Rise of Skywalker,https://www.imdb.com/title/tt2527338/,"['Action', 'Adventure', 'Fantasy']","https://m.media-amazon.com/images/M/MV5BZWU1NDI3YjEtZTlmMy00Y2FmLWI1ZDYtMjYwNDUxYTdlODllXkEyXkFqcGdeQXVyODkzNTgxMDg@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Action
Terminator: Dark Fate,https://www.imdb.com/title/tt6450804/,"['Action', 'Adventure', 'Sci-Fi']","https://m.media-amazon.com/images/M/MV5BNzhlYjE5MjMtZDJmYy00MGZmLTgwN2MtZGM0NTk2ZTczNmU5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Action
Vikings,https://www.imdb.com/title/tt2306299/,"['Action', 'Adventure', 'Drama']","https://m.media-amazon.com/images/M/MV5BNDYyNzk1NzYwOF5BMl5BanBnXkFtZTgwMTQ0Nzc4MzI@._V1_UY268_CR8,0,182,268_AL_.jpg",True,Action
The Peanut Butter Falcon,https://www.imdb.com/title/tt4364194/,"['Adventure', 'Comedy', 'Drama']","https://m.media-amazon.com/images/M/MV5BMjkwMDBhYTEtYjNhYS00ZGUyLTkyMGMtYzlkNWU5ZDVjNDA5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Adventure
Charlie's Angels,https://www.imdb.com/title/tt5033998/,"['Action', 'Adventure', 'Comedy']","https://m.media-amazon.com/images/M/MV5BMDFkNzA3MmMtYTc1Mi00ZWNjLWJjMjctODQ2ZGI2OWY0YmExXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Action
Black Widow,https://www.imdb.com/title/tt3480822/,"['Action', 'Adventure', 'Sci-Fi']","https://m.media-amazon.com/images/M/MV5BYTU4NmRhNTctMjI2ZS00ZTUyLWI1ZjEtZWU1ODAxMjM5MzlmXkEyXkFqcGdeQXVyNDQxNjcxNQ@@._V1_UY268_CR16,0,182,268_AL_.jpg",True,Action
Men in Black: International,https://www.imdb.com/title/tt2283336/,"['Action', 'Adventure', 'Comedy']","https://m.media-amazon.com/images/M/MV5BMDZkODI2ZGItYTY5Yi00MTA4LWExY2ItM2ZmNjczYjM0NDg1XkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Action
The Suicide Squad,https://www.imdb.com/title/tt6334354/,"['Action', 'Adventure', 'Fantasy']","https://m.media-amazon.com/images/M/MV5BOTM5N2U1NDMtMDgzYS00NThiLTgzMjktNzNhODYzYWJiYTdhXkEyXkFqcGdeQXVyNDYwMTkwNTI@._V1_UY268_CR16,0,182,268_AL_.jpg",True,Action
The Lion King,https://www.imdb.com/title/tt6105098/,"['Animation', 'Adventure', 'Drama']","https://m.media-amazon.com/images/M/MV5BMjIwMjE1Nzc4NV5BMl5BanBnXkFtZTgwNDg4OTA1NzM@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Animation
Godzilla: King of the Monsters,https://www.imdb.com/title/tt3741700/,"['Action', 'Adventure', 'Fantasy']","https://m.media-amazon.com/images/M/MV5BOGFjYWNkMTMtMTg1ZC00Y2I4LTg0ZTYtN2ZlMzI4MGQwNzg4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Action
The Princess Bride,https://www.imdb.com/title/tt0093779/,"['Adventure', 'Family', 'Fantasy']","https://m.media-amazon.com/images/M/MV5BMGM4M2Q5N2MtNThkZS00NTc1LTk1NTItNWEyZjJjNDRmNDk5XkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Adventure
The Mandalorian,https://www.imdb.com/title/tt8111088/,"['Action', 'Adventure', 'Fantasy']","https://m.media-amazon.com/images/M/MV5BMWI0OTJlYTItNzMwZi00YzRiLWJhMjItMWRlMDNhZjNiMzJkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Action
The Flash,https://www.imdb.com/title/tt3107288/,"['Action', 'Adventure', 'Drama']","https://m.media-amazon.com/images/M/MV5BMjAwNTljOTgtYzk0NS00OGMzLTgzMDUtZDc2YjhjNzU3Yjg5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Action
Agents of S.H.I.E.L.D.,https://www.imdb.com/title/tt2364582/,"['Action', 'Adventure', 'Drama']","https://m.media-amazon.com/images/M/MV5BYjY1ZGI3MDItOTk5Zi00NTA4LWJlNjMtYWFkNDMxNWVlNjcxXkEyXkFqcGdeQXVyNTc4MjczMTM@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Action
Arrow,https://www.imdb.com/title/tt2193021/,"['Action', 'Adventure', 'Crime']","https://m.media-amazon.com/images/M/MV5BZDc5N2M3OTMtYmJmMy00MzczLWJmMTktZGNkYzlhNDczZWEzXkEyXkFqcGdeQXVyNjg3MDMxNzU@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Action
Preacher,https://www.imdb.com/title/tt5016504/,"['Adventure', 'Drama', 'Fantasy']","https://m.media-amazon.com/images/M/MV5BNzIyMDY4NmUtMGRhZS00ZjE4LWI5YWYtYTYxMzcwZWNlZWRkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Adventure
The Dark Crystal,https://www.imdb.com/title/tt0083791/,"['Adventure', 'Family', 'Fantasy']","https://m.media-amazon.com/images/M/MV5BNTU2MmJiZmQtZjBmMS00MTk4LWFmOWYtZGQzOTY5ODNjYWVhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Adventure
Alita: Battle Angel,https://www.imdb.com/title/tt0437086/,"['Action', 'Adventure', 'Sci-Fi']","https://m.media-amazon.com/images/M/MV5BNzVhMjcxYjYtOTVhOS00MzQ1LWFiNTAtZmY2ZmJjNjIxMjllXkEyXkFqcGdeQXVyNTc5OTMwOTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Action
Disenchantment,https://www.imdb.com/title/tt5363918/,"['Animation', 'Adventure', 'Comedy']","https://m.media-amazon.com/images/M/MV5BMzlkYzk0YzItM2I0ZC00NmE5LTljMGYtNTY2ZTVhMzA5OWJjXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Animation
The Terror,https://www.imdb.com/title/tt2708480/,"['Adventure', 'Drama', 'History']","https://m.media-amazon.com/images/M/MV5BYTJjODJjMjAtMmQzYi00OTI2LWFiMTktNDBiZjY5MDA3MWE1XkEyXkFqcGdeQXVyNjg3MDMxNzU@._V1_UY268_CR2,0,182,268_AL_.jpg",True,Adventure
Maleficent: Mistress of Evil,https://www.imdb.com/title/tt4777008/,"['Adventure', 'Family', 'Fantasy']","https://m.media-amazon.com/images/M/MV5BZjJiYTExOTAtNWU0Yi00NzJjLTkwOTgtOTU2NWM1ZjJmYWVhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Adventure
Doctor Who,https://www.imdb.com/title/tt0436992/,"['Adventure', 'Drama', 'Family']","https://m.media-amazon.com/images/M/MV5BNDY1YmZhZjEtY2E3NC00M2VkLThlZmUtODczMmNiZjMxMWRhXkEyXkFqcGdeQXVyNzA5NTYxMDg@._V1_UY268_CR5,0,182,268_AL_.jpg",True,Adventure
Aquaman,https://www.imdb.com/title/tt1477834/,"['Action', 'Adventure', 'Fantasy']","https://m.media-amazon.com/images/M/MV5BOTk5ODg0OTU5M15BMl5BanBnXkFtZTgwMDQ3MDY3NjM@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Action
The Witcher,https://www.imdb.com/title/tt5180504/,"['Action', 'Adventure', 'Drama']","https://m.media-amazon.com/images/M/MV5BYTQ0NzUyMTAtOTMzMS00ZDAwLWI1NjktYTVhN2Y0MzcwOGU5XkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Action
Rick and Morty,https://www.imdb.com/title/tt2861424/,"['Animation', 'Adventure', 'Comedy']","https://m.media-amazon.com/images/M/MV5BMjRiNDRhNGUtMzRkZi00MThlLTg0ZDMtNjc5YzFjYmFjMmM4XkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_UY268_CR2,0,182,268_AL_.jpg",True,Animation
The Predator,https://www.imdb.com/title/tt3829266/,"['Action', 'Adventure', 'Sci-Fi']","https://m.media-amazon.com/images/M/MV5BMjM5MDk2NDIxMF5BMl5BanBnXkFtZTgwNjU5NDk3NTM@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Action
Fantastic Beasts: The Crimes of Grindelwald,https://www.imdb.com/title/tt4123430/,"['Adventure', 'Family', 'Fantasy']","https://m.media-amazon.com/images/M/MV5BZjFiMGUzMTAtNDAwMC00ZjRhLTk0OTUtMmJiMzM5ZmVjODQxXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Adventure
Spider-Man: Into the Spider-Verse,https://www.imdb.com/title/tt4633694/,"['Animation', 'Action', 'Adventure']","https://m.media-amazon.com/images/M/MV5BMjMwNDkxMTgzOF5BMl5BanBnXkFtZTgwNTkwNTQ3NjM@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Animation
First Blood,https://www.imdb.com/title/tt0083944/,"['Action', 'Adventure', '22 October 1982 (USA)\n']","https://m.media-amazon.com/images/M/MV5BODBmOWU2YWMtZGUzZi00YzRhLWJjNDAtYTUwNWVkNDcyZmU5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Action
Supergirl,https://www.imdb.com/title/tt4016454/,"['Action', 'Adventure', 'Drama']","https://m.media-amazon.com/images/M/MV5BZGUxMDkwNTUtNTJlNC00ZWYxLWIxZjAtNjBmOTNkYjZjMTU0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Action
Star Trek: The Next Generation,https://www.imdb.com/title/tt0092455/,"['Action', 'Adventure', 'Mystery']","https://m.media-amazon.com/images/M/MV5BNDViYjAyZWUtNGQxMy00MDUyLTlkZTAtOWNkY2M5ZTk5MTE5XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY268_CR3,0,182,268_AL_.jpg",True,Action
Suicide Squad,https://www.imdb.com/title/tt1386697/,"['Action', 'Adventure', 'Fantasy']","https://m.media-amazon.com/images/M/MV5BMjM1OTMxNzUyM15BMl5BanBnXkFtZTgwNjYzMTIzOTE@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Action
Time Trap,https://www.imdb.com/title/tt4815122/,"['Action', 'Adventure', 'Sci-Fi']","https://m.media-amazon.com/images/M/MV5BMGE0ZGYwZjItMmQ2MC00MjMzLTk1NWEtM2ZlNDE5ZWVmOTAyL2ltYWdlXkEyXkFqcGdeQXVyMjA1NjczMDE@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Action
Shazam!,https://www.imdb.com/title/tt0448115/,"['Action', 'Adventure', 'Comedy']","https://m.media-amazon.com/images/M/MV5BYTE0Yjc1NzUtMjFjMC00Y2I3LTg3NGYtNGRlMGJhYThjMTJmXkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Action
Once Upon a Time,https://www.imdb.com/title/tt1843230/,"['Adventure', 'Fantasy', 'Romance']","https://m.media-amazon.com/images/M/MV5BNjBmZmI0ZDktODI2MS00MDU1LTk0NDYtNGE0MDc0OWVkYzcwXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Adventure
Another Life,https://www.imdb.com/title/tt8369840/,"['Adventure', 'Drama', 'Mystery']","https://m.media-amazon.com/images/M/MV5BMTNjOWNhYTQtNWEzOS00M2Q4LWEyOWMtZjU3ZjhhMTBmMWZjXkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Adventure
Lost,https://www.imdb.com/title/tt0411008/,"['Adventure', 'Drama', 'Fantasy']","https://m.media-amazon.com/images/M/MV5BNzhlY2E5NDUtYjJjYy00ODg3LWFkZWQtYTVmMzU4ZWZmOWJkXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Adventure
Inglourious Basterds,https://www.imdb.com/title/tt0361748/,"['Adventure', 'Drama', 'War']","https://m.media-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Adventure
Avengers: Infinity War,https://www.imdb.com/title/tt4154756/,"['Action', 'Adventure', 'Sci-Fi']","https://m.media-amazon.com/images/M/MV5BMjMxNjY2MDU1OV5BMl5BanBnXkFtZTgwNzY1MTUwNTM@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Action
No Time to Die,https://www.imdb.com/title/tt2382320/,"['Action', 'Adventure', 'Thriller']","https://m.media-amazon.com/images/M/MV5BNmEyNTdlNzQtYWQzNC00NjZmLWIzMDEtOGE2YjhkZGMyZjRkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY268_CR43,0,182,268_AL_.jpg",True,Action
Dora and the Lost City of Gold,https://www.imdb.com/title/tt7547410/,"['Adventure', 'Family', '9 August 2019 (USA)\n']","https://m.media-amazon.com/images/M/MV5BOTVhMzYxNjgtYzYwOC00MGIwLWJmZGEtMjgwMzgxMWUwNmRhXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Adventure
The Secret Life of Pets 2,https://www.imdb.com/title/tt5113040/,"['Animation', 'Adventure', 'Comedy']","https://m.media-amazon.com/images/M/MV5BMzdlMWQzZmItMDA5Ny00MGFjLTk0MDAtYjgzMmMyNTEwMzdhXkEyXkFqcGdeQXVyODQzNTE3ODc@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Animation
Interstellar,https://www.imdb.com/title/tt0816692/,"['Adventure', 'Drama', 'Sci-Fi']","https://m.media-amazon.com/images/M/MV5BZjdkOTU3MDktN2IxOS00OGEyLWFmMjktY2FiMmZkNWIyODZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Adventure
Smallville,https://www.imdb.com/title/tt0279600/,"['Adventure', 'Drama', 'Romance']","https://m.media-amazon.com/images/M/MV5BYmNiNzlhOWItMDM5Mi00MGYzLWI1ZDYtNmI5NzI0MWFkMTIwXkEyXkFqcGdeQXVyNjU2NjA5NjM@._V1_UY268_CR6,0,182,268_AL_.jpg",True,Adventure
Descendants 3,https://www.imdb.com/title/tt8022928/,"['Adventure', 'Family', 'Musical']","https://m.media-amazon.com/images/M/MV5BMjM1MTgyNDQyOF5BMl5BanBnXkFtZTgwOTgwMjQ4NzM@._V1_UY268_CR0,0,182,268_AL_.jpg",True,Adventure
Abominable,https://www.imdb.com/title/tt6324278/,"['Animation', 'Adventure', 'Comedy']","https://m.media-amazon.com/images/M/MV5BZjg0MWExYjQtNGQ5OS00M2ZkLTg0NjItZjllOWI1YTRjZmE5XkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Animation
Captain Marvel,https://www.imdb.com/title/tt4154664/,"['Action', 'Adventure', 'Sci-Fi']","https://m.media-amazon.com/images/M/MV5BMTE0YWFmOTMtYTU2ZS00ZTIxLWE3OTEtYTNiYzBkZjViZThiXkEyXkFqcGdeQXVyODMzMzQ4OTI@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Action
Spider-Man: Homecoming,https://www.imdb.com/title/tt2250912/,"['Action', 'Adventure', 'Sci-Fi']","https://m.media-amazon.com/images/M/MV5BNTk4ODQ1MzgzNl5BMl5BanBnXkFtZTgwMTMyMzM4MTI@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Action
Mission: Impossible - Fallout,https://www.imdb.com/title/tt4912910/,"['Action', 'Adventure', 'Thriller']","https://m.media-amazon.com/images/M/MV5BNjRlZmM0ODktY2RjNS00ZDdjLWJhZGYtNDljNWZkMGM5MTg0XkEyXkFqcGdeQXVyNjAwMjI5MDk@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Action
The Aeronauts,https://www.imdb.com/title/tt6141246/,"['Action', 'Adventure', 'Biography']","https://m.media-amazon.com/images/M/MV5BMDM3MjZiNWItOTAxNy00ODJjLTlmNWEtMTFiNjU5YTlmZDcwXkEyXkFqcGdeQXVyODE1MjMyNzI@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Action
The Umbrella Academy,https://www.imdb.com/title/tt1312171/,"['Action', 'Adventure', 'Comedy']","https://m.media-amazon.com/images/M/MV5BNTFhOTk1NTgtYWM1ZS00NWI1LTgzYzAtYmE5MjZiMDE0NzlhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Action
Hellboy,https://www.imdb.com/title/tt2274648/,"['Action', 'Adventure', 'Fantasy']","https://m.media-amazon.com/images/M/MV5BODdkMDQzMzItZDc4YS00OGM4LTkxNTQtNjUzNzU0ZmJkMWY2XkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Action
Deadpool 2,https://www.imdb.com/title/tt5463162/,"['Action', 'Adventure', 'Comedy']","https://m.media-amazon.com/images/M/MV5BNjk1Njk3YjctMmMyYS00Y2I4LThhMzktN2U0MTMyZTFlYWQ5XkEyXkFqcGdeQXVyODM2ODEzMDA@._V1_UY268_CR43,0,182,268_AL_.jpg",True,Action
Doom: Annihilation,https://www.imdb.com/title/tt8328716/,"['Action', 'Adventure', 'Horror']","https://m.media-amazon.com/images/M/MV5BNzc3ZWIwYjktZWE1ZC00MTRlLWE1NzUtYTYzYjJlNmMyYTZhXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_UY268_CR3,0,182,268_AL_.jpg",True,Action
Wonder Woman 1984,https://www.imdb.com/title/tt7126948/,"['Action', 'Adventure', 'Fantasy']","https://m.media-amazon.com/images/M/MV5BYzAyOGJkMzUtMmRjYS00NGJmLWExNGEtYzI2YjVmMmQzMzFiXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Action
Harry Potter and the Sorcerer's Stone,https://www.imdb.com/title/tt0241527/,"['Adventure', 'Family', 'Fantasy']","https://m.media-amazon.com/images/M/MV5BNjQ3NWNlNmQtMTE5ZS00MDdmLTlkZjUtZTBlM2UxMGFiMTU3XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Adventure
Inception,https://www.imdb.com/title/tt1375666/,"['Action', 'Adventure', 'Sci-Fi']","https://m.media-amazon.com/images/M/MV5BMjAxMzY3NjcxNF5BMl5BanBnXkFtZTcwNTI5OTM0Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Action
Pokémon Detective Pikachu,https://www.imdb.com/title/tt5884052/,"['Action', 'Adventure', 'Comedy']","https://m.media-amazon.com/images/M/MV5BNDU4Mzc3NzE5NV5BMl5BanBnXkFtZTgwMzE1NzI1NzM@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Action
The Lord of the Rings: The Fellowship of the Ring,https://www.imdb.com/title/tt0120737/,"['Adventure', 'Drama', 'Fantasy']","https://m.media-amazon.com/images/M/MV5BN2EyZjM3NzUtNWUzMi00MTgxLWI0NTctMzY4M2VlOTdjZWRiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Adventure
Rambo: First Blood Part II,https://www.imdb.com/title/tt0089880/,"['Action', 'Adventure', 'Thriller']","https://m.media-amazon.com/images/M/MV5BZWFkY2I1ZDAtNmZhNS00NjVlLWJiMGQtMGQ1ZmM0ZDA5ODg5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Action
Frozen II,https://www.imdb.com/title/tt4520988/,"['Animation', 'Adventure', 'Comedy']","https://m.media-amazon.com/images/M/MV5BODk3MmYwZWEtYWNjZS00MGRkLTgzMzgtZDBmMzkxMGI0N2RmXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Animation
Star Trek: Discovery,https://www.imdb.com/title/tt5171438/,"['Action', 'Adventure', 'Drama']","https://m.media-amazon.com/images/M/MV5BOTg5MzA1MjAwNV5BMl5BanBnXkFtZTgwNzAwMDU5NjM@._V1_UY268_CR2,0,182,268_AL_.jpg",True,Action
Star Trek: Voyager,https://www.imdb.com/title/tt0112178/,"['Action', 'Adventure', 'Sci-Fi']","https://m.media-amazon.com/images/M/MV5BZDg5NzUxZTctODliNy00MzA2LWE1NjEtMzc0Zjc5NDA1OWFhXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY268_CR6,0,182,268_AL_.jpg",True,Action
Robin Hood,https://www.imdb.com/title/tt4532826/,"['Action', 'Adventure', 'Thriller']","https://m.media-amazon.com/images/M/MV5BOGQzZDM0NGUtZGE1NS00ZjQwLTk0N2EtMWI0NTgxYTkwYWQ4XkEyXkFqcGdeQXVyNDMzMzI5MjM@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Action
Doom Patrol,https://www.imdb.com/title/tt8416494/,"['Action', 'Adventure', 'Comedy']","https://m.media-amazon.com/images/M/MV5BZjkzM2E0NDgtYjM5Mi00ZTljLTgxNzctZmJiNzI3YjhmNjIzXkEyXkFqcGdeQXVyNjg3MDMxNzU@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Action
Justice League,https://www.imdb.com/title/tt0974015/,"['Action', 'Adventure', 'Fantasy']","https://m.media-amazon.com/images/M/MV5BYWVhZjZkYTItOGIwYS00NmRkLWJlYjctMWM0ZjFmMDU4ZjEzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Action
Thor: Ragnarok,https://www.imdb.com/title/tt3501632/,"['Action', 'Adventure', 'Comedy']","https://m.media-amazon.com/images/M/MV5BMjMyNDkzMzI1OF5BMl5BanBnXkFtZTgwODcxODg5MjI@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Action
Bumblebee,https://www.imdb.com/title/tt4701182/,"['Action', 'Adventure', 'Sci-Fi']","https://m.media-amazon.com/images/M/MV5BMjUwNjU5NDMyNF5BMl5BanBnXkFtZTgwNzgxNjM2NzM@._V1_UX182_CR0,0,182,268_AL_.jpg",True,Action
Dune,https://www.imdb.com/title/tt1160419/,"['Adventure', 'Drama', 'Sci-Fi']","https://m.media-amazon.com/images/M/MV5BZTBmMmVhYmMtNmI4MC00MGIzLWJhNmEtZDAyZjFiNjU5NzYzXkEyXkFqcGdeQXVyNTQ5OTI3MzM@._V1_UY268_CR9,0,182,268_AL_.jpg",True,Adventure
